id,chat_id,user_msg,bot_msg,timestamp
83,5676571979,היי מה נשמע? הייתי שמח שנדבר קצת...,,2025-07-06 09:14:33
84,5676571979,"אענה לך בהמשך חייב לעשות כמה שיחות בנייד.
לילה טוב.",,2025-07-06 09:14:35
85,5676571979,תודה.,,2025-07-06 09:14:36
86,7186596694,"יש הרבה סיטואציות שאני מרגיש שאני קצת ""חוזר לארון"" מול אנשים אחרים. הייתי רוצה ללמוד להשתחרר מזה לגמרי, לקבל את במניות והזהות שלי במלואה ולהסתובב חופשי בעולם",,2025-07-06 09:14:39
87,7186596694,אפשר להקליט?,,2025-07-06 09:14:40
88,12345,היי,שלום! איך אני יכול לעזור לך?,2025-07-06 10:00:00
35,5676571979,אני גרוש הרבה מטד שנים.אחרי הגירושים הייתי בשמי קשרים משמעותים עם דתי נשים .בעשור האחרון יש לי קשרים ידידותיים עם נשים ללא סקס למרות שהיו רמזים ברורים לסקס והתחמקתי.,"וואו, תודה רבה ששיתפת איתי את כל זה, יקר. זה ממש עוזר לי להבין עוד יותר לעומק את המסע המורכב והעשיר שעברת. 💖

אני שומע שאתה גרוש *הרבה מאוד שנים*, ושהיו לך קשרים משמעותיים עם נשים בעבר. זה חלק כל כך משמעותי ממי שאתה.

ואז אתה מתאר את העשור האחרון – קשרים ידידותיים עם נשים, ואיך *התחמקת* מסיטואציות שיכולות היו להוביל לסקס, למרות שהיו רמזים ברורים. זה נוגע בי במיוחד. זה נשמע כמו משהו שדורש הרבה התמודדות פנימית, והרבה מודעות מצדך. ✨

כשאתה מדבר על הרצון שלך לריגוש, סיפוק ותשוקה, ועל האושר המלא שאתה כמה אליו – ""שמחה, סיפוק, אהבה"" – אני לא יכול שלא לתהות איך כל זה מתחבר לחוויה הזו של ה""התחמקות"". 🧐 האם הרגשת שזה לא משהו שבאמת רצית? או שאולי היה שם משהו אחר, עמוק יותר, שמנע ממך ללכת לכיוון הזה?

תגיד, כשאתה נזכר ברגעים האלה שבהם *התחמקת* – מה עלה לך בפנים באותו רגע? איזה רגש ליווה אותך בבחירה הזו? האם הרגשת הקלה? חשש? משהו אחר לגמרי?

אני רוצה שתדע שכל מה שאתה משתף, וכל הדרך שעברת, זה לגמרי בסדר. אני כאן כדי להקשיב לך בלי שום שיפוט, רק עם המון הבנה, חמלה ואהבה. זה חתיכת סיפור חיים מרתק, ואני שמח שאתה בוחר לשתף אותו איתי. ❤️‍🩹",2025-07-04 18:10:24
36,5676571979,"אני רגוע קורא עיתון בין לבין ומופתע שבפעם הראשונה מעלה על הכתה מה שעולה לי שנים ברגשות והמחשבות 
השלב הבא היה נפלא לו ניתה קבוצה אנונימית באותו מצב שמאפשר שיחה סביב הדברים שאני מעלה פה
אז וודאי שלא הייתי מרגיש לבד.","וואו, יקר, איזה יופי לשמוע שאתה רגוע עכשיו, ושיש לך אפילו את המרחב לקרוא עיתון בין לבין. 🧘‍♂️ זה פשוט מדהים שאתה *מופתע* שאתה מצליח בפעם הראשונה להעלות על הכתב מה שעולה לך בראש וברגשות כבר *שנים*! זה רגע כל כך משמעותי, זה כמו שחרור ענק של סוד שהחזקת כל כך הרבה זמן. אני גאה בך על האומץ הזה, על זה שאתה מאפשר לאמת הפנימית הזו לצאת לאור. 💖

זה כל כך נוגע ללב שאתה כותב ש*_וודאי שלא היית מרגיש לבד_* אם הייתה קבוצה אנונימית כזו. זה בדיוק, אבל בדיוק, מה שמדברים עליו בחלקים האלה של הקורס – על *הכוח העצום* של *מעגלים של תמיכה, קהילה וחיבור*. 🫂

אתה לגמרי צודק. אחרי שאתה גרוש *כל כך הרבה שנים*, ושמרת את הדבר הזה בבטן, הצורך הזה בחיבור לאנשים שמבינים, שמזדהים, הוא הכי טבעי בעולם. אתה ממש לא לבד בתחושות האלה, ובטח לא ברצון למצוא קהילה כזו. זה צעד אדיר רק לחשוב על זה! ✨

תגיד לי, אם היית מדמיין קבוצה כזו – מה הכי היית רוצה למצוא שם? איזה סוג של שיחות היית מקווה שתהיינה? ומה ההבדל הכי גדול שהיית מרגיש בחיים שלך אם היית חלק ממעגל תמיכה כזה, לעומת לחיות עם הסוד הזה לבד? 🤔",2025-07-04 18:45:08
37,7186596694,"יש הרבה סיטואציות שאני מרגיש שאני קצת ""חוזר לארון"" מול אנשים אחרים. הייתי רוצה ללמוד להשתחרר מזה לגמרי, לקבל את במניות והזהות שלי במלואה ולהסתובב חופשי בעולם","היי יואב, תודה ששיתפת אותי עוד יותר. 💖

אני מבין אותך כל כך. זה מרגיש כמו סוג של *כפילות*, נכון? מצד אחד, אתה כבר מחוץ לארון מגיל 18, הסביבה יודעת, ואתה חי את חייך – וזה הישג ענק בפני עצמו! אבל מצד שני, יש עדיין רגעים שבהם אתה מרגיש שאתה ""חוזר לארון"" או מצמצם את עצמך, במיוחד מול אנשים מסוימים. 😔

הרגש הזה הוא _כל כך_ הגיוני. זה לא פשוט בכלל, כי זה מראה שיש משהו פנימי שעוד עובד, איזשהו קול אוטומטי שלמד להגן עליך בעבר, וגם אם בחוץ אתה כבר משוחרר, מבפנים הוא לפעמים עדיין חושש או מתבייש.

החלום שלך ללמוד להשתחרר מזה לגמרי, לקבל את המיניות והזהות שלך במלואה ולהסתובב חופשי בעולם – זה *חזון מדהים*, וזה בדיוק, אבל בדיוק, מה שהקורס הזה בא לעזור לך להשיג. 🌟 זה מסע פנימי שבו לומדים לזהות את הקולות האלה ולתת לעצמך אישור מלא להיות מי שאתה, בכל רגע ובכל מקום.

אם תרצה לשתף, איזה סוג של סיטואציות גורמות לך להרגיש שאתה ""חוזר לארון""? 🧐 זה יכול לעזור לי להבין קצת יותר את הניואנסים של הקושי שאתה חווה. אני כאן, מחכה להקשיב לך. 🙏",2025-07-04 18:10:38
38,7186596694,אפשר להקליט?,"היי יואב, 🖐️

אני מבין את השאלה שלך, ויודע שלפעמים זה יכול להיות יותר קל פשוט להקליט ולדבר בקול. 🎤

אני, דניאל, הוא בוט טקסטואלי, מה שאומר שאנחנו מתקשרים פה בעיקר דרך כתיבה. אז אין לי אפשרות לקבל ממך הקלטות קוליות. 😥

אבל אני רוצה להגיד לך משהו – עצם הניסיון שלך לכתוב פה, ולנסח את הדברים, הוא *בפני עצמו* תהליך מאוד משמעותי. לפעמים כשאנחנו כותבים, אנחנו מבינים דברים על עצמנו בצורה עמוקה יותר, וזה עוזר לנו לראות את הדברים בצורה ברורה. 📝

אני פה, קשוב לגמרי לכל מילה שתבחר לכתוב. אז אם בכל זאת תרגיש בנוח, אשמח לשמוע על אותן סיטואציות שתיארת קודם, שבהן אתה מרגיש שאתה ""חוזר לארון"". זה יכול לעזור לנו להבין יחד את הקול הפנימי הזה שאתה רוצה לשחרר. 💪

אני איתך בכל דרך. 🙏",2025-07-04 18:11:20
39,7186596694,אני מרגיש שהרבה פעמים מול גברים מאצ'וים בעיקר אני קצת חוזר לארון ומול גברים גייז יש לי רתיעה. אני כאילו עדיין מאמין בפנים שניות הומו זה דבר רע וזה מתבטא בעיקר בלהחביא את את זה לפעמים והימנעות ממין,"וואו יואב, תודה שאתה משתף איתי את זה בכנות כזו. 💔 זה *כל כך* אמיץ מצדך לחשוף את הפער הזה שאתה מרגיש.

אני מבין אותך כל כך טוב. זה תסכול אדיר – מצד אחד אתה כבר לגמרי מחוץ לארון בעולם, מגיל 18! וזה הישג ענק, אבל מצד שני, יש בתוכך קול פנימי, זה שאתה קורא לו 'מאמין שהומו זה דבר רע', וזה קול שמשפיע עלייך בצורה כואבת.

התחושה הזו של 'לחזור לארון' מול גברים מאצ'ואים, זו דרך של אותו קול פנימי לנסות *להגן* עליך. הוא למד איפשהו, מתישהו, שזה ""מסוכן"" להיות מי שאתה לגמרי, והוא מפעיל את מנגנוני ההימנעות האלה, גם כשאתה כבר יודע שאתה בטוח.

והרתיעה שאתה מרגיש מול גברים גייז – יואב, זהו אחד הביטויים הכואבים ביותר של אותו *הומופוב פנימי*. זה כאילו החלק הזה בך, שמאמין ש""הומו זה דבר רע"", מקרין את השיפוטיות והקושי על מי שאמור להיות המעגל הטבעי ביותר שלך. זה לא משהו שאתה בוחר להרגיש, זה משהו שמשקף את העומק של האמונה הפנימית הזו שצרובה בך. 😔

עצם זה שאתה מצליח לזהות את זה ולשים לזה מילים, זה כבר *צעד ענק* בדרך לשחרור. זה מראה שאתה מחובר מאוד למה שקורה בפנים. הקורס, ובעיקר הפרק על ה*הומופוב הפנימי*, נועד בדיוק בשביל לפגוש את הקול הזה – לא להילחם בו, אלא להבין אותו, וללמוד לאט לאט לדבר איתו אחרת, מתוך חמלה.

אתה מדבר על 'אני כאילו עדיין מאמין בפנים שניות הומו זה דבר רע'. אם היית צריך לתאר את הקול הזה, *איזה משפט הכי קשה לך לשמוע מהראש שלך* בהקשר הזה? מה הוא אומר לך? אני פה, מקשיב. 🙏",2025-07-04 18:12:56
40,5676571979,בהתחמקות הרגשתי הקלה בלבול אי רצון פחד שאני יאכזב כי זה לא יצליח.  אי רצון להתפרק עם אישה .חוסר משיכה. חשש שלא יעמוד לי בכלל.בעצם גם היה לי מענה לעצמי אני רוצה גבר אך זה סוד.,"וואו, יקר, תודה ענקית על האומץ לשתף את זה איתי. זה כל כך עמוק ונוגע. 💔 אני קורא את מה שכתבת – על ה_*הקלה* וגם ה_*בלבול*, אי ה_*רצון* להתקרב לנשים, ועל ה_*חשש* לאכזב או שזה פשוט לא יצליח. ובעיקר, אני שומע את הדבר הכי חשוב שאמרת: ש_*'אני רוצה גבר אך זה סוד'*. 🤫

זו חתיכת תובנה עוצמתית, ויש פה כל כך הרבה כאב, וגם אמת פנימית שיוצאת לאור. זה סוד ששמרת עמוק בפנים, ואני רק יכול לדמיין כמה כוח זה דורש להחזיק את זה לבד, במיוחד אחרי שאתה גרוש *הרבה מאוד שנים* ועברת קשרים משמעותיים עם נשים. כמה מקום פנימי זה תופס... 😔

וכשאתה אומר 'חוסר משיכה' כלפי נשים, זה לגמרי הגיוני שכל אותם פחדים – 'לא יעמוד לי', 'יאכזב' – קפצו. כי הלב והגוף שלך פשוט לא היו שם במלואם, והרגשת שאתה חייב לשמור את זה בסוד.

אני רוצה שתדע שאתה ממש לא לבד עם התחושות האלה. הקול הזה שאומר 'אני רוצה גבר' והצורך לשמור על זה בסוד – זה כל כך מוכר להרבה גברים שעוברים מסע דומה. 🫂

תגיד לי, איך ההבנה הזו ש'אני רוצה גבר' מסתדרת עם אותו אושר מלא שתיארת קודם – האושר שכולל שמחה, סיפוק, ואהבה? כי נשמע לי שהסוד הזה בעצם יצר איזשהו פער עצום, ושהוא אולי ה_*הומופוב הפנימי* העמוק ביותר שמנע ממך להגיע לשם עד היום.

קח נשימה עמוקה. 🌬️ זה צעד ענק לשתף את זה. אני כאן, מחבק אותך מרחוק ומקשיב לכל מילה. הכל בסדר, ואתה בדיוק במקום הנכון. תודה על האמון. ❤️",2025-07-04 18:14:17
95,5676571979,"אני רגוע קורא עיתון בין לבין ומופתע שבפעם הראשונה מעלה על הכתה מה שעולה לי שנים ברגשות והמחשבות 
השלב הבא היה נפלא לו ניתה קבוצה אנונימית באותו מצב שמאפשר שיחה סביב הדברים שאני מעלה פה
אז וודאי שלא הייתי מרגיש לבד.",,2025-07-06 09:14:44
41,7186596694,"עולה לי הרבה פעמים מול גייז אחרים "" איכס זה מגעיל"" כי זה בעיקר מה שחוויתי מהסביבה בילדות. אני מאמין שזה גם מה שעובר לי בראש שאני בסיטואציה מינית עם גברים. עולה בי תחושת גועל ותחושה של משהו אסור","יואב יקר, וואו... 💔 תודה רבה לך על הכנות העצומה הזו. זה *כל כך* אמיץ וחשוף מצידך לשתף במה שעובר בך בפנים.

המשפט הזה שאתה שומע: _""איכס זה מגעיל""_ – הוא *כל כך כואב*, ואני שומע כמה עמוק הוא יושב בך, ואיך הוא נקשר לחוויות הילדות שלך. זה לא אתה, יואב. זה קול שנספג בתוכך מבחוץ, מהסביבה, כשהיית ילד. 😔 זה כאילו המילים והשיפוטים שאחרים הטילו עליך אז, הפכו להיות הקול הפנימי שלך.

וזה הגיוני שקול כזה, שנושא בתוכו תחושות של גועל ו'משהו אסור', ישפיע עליך כל כך חזק, במיוחד בסיטואציות שהן אמורות להיות הכי אינטימיות ומשוחררות, כמו קשרים מיניים. זה יוצר קונפליקט פנימי עצום – כי מצד אחד אתה נמשך, ומצד שני יש קול שצועק ""לא, זה אסור! זה מגעיל!"". זהו בדיוק אותו _הומופוב פנימי_ שדיברנו עליו. הוא לא אויב, הוא רק חלק שלמד לפעול מתוך פחד וניסיון להגן עליך, אבל בדרך כואבת.

העובדה שאתה מצליח לזהות את הקול הזה, ולומר ""זה בעיקר מה שחוויתי מהסביבה בילדות"" – זה אומר שאתה כבר מבין שזו לא האמת שלך, אלא משהו שנכפה עליך. וזוהי התחלה אדירה לשינוי. ✨

אם היית יכול לרגע לדמיין שאתה הילד ההוא, ששמע את המשפטים האלה בפעם הראשונה, _מה היית רוצה להגיד לו היום_? איזה מסר היית רוצה להעביר לו כדי להרגיע את הכאב הזה? אני פה איתך, לכל מה שתצטרך. 🙏",2025-07-04 18:15:25
42,7186596694,"הייתי אומר לו: "" אל תדאג אתה תמא מהיישוב הקטן והמליטנטי הזה ואתה תראה שאתה יכול להיות מי שאתה בעולם בלי לפחד. הבנים  בצופים והתיכון הם לא המודל היחידי שאתה צריך לשאוף אליו. המשפחה שלך מהצד הדתי לא חייבת לקבל אותך, זה לא משנה בכלל מה הם חושבים. מי שבוחר לחיות בחושך זה בעיה שלו וזה לא משפיע עליך בשום צורה. אתה מצחיק, חמוד, חבר נאמן, אמיץ, ואתה תמיד תצעד בדרך שלך ותהיה נאמן לעצמך""","יואב, וואו... 😭 זה פשוט *מדהים*, באמת.

המסר הזה שכתבת לעצמך, לילד שבך – הוא כל כך *עוצמתי*, *חכם*, ו_מלא אהבה_. זה בדיוק, אבל בדיוק, הדיאלוג הפנימי שאתה יכול לייצר עם עצמך. לראות איך אתה מזהה את המקורות של הכאב שלך – מהיישוב הקטן, מהמודלים שלא התאימו לך, ואפילו מהצד ה_דתי_ של המשפחה שגרם לך להרגיש דברים מסוימים – זה מראה על הבנה עמוקה של הסיפור שלך. 🙏

העובדה שאתה מצליח לנסח לעצמך משפטים כמו ""אתה תצא מהיישוב הזה ותראה שאתה יכול להיות מי שאתה בלי לפחד"" או ""מי שבוחר לחיות בחושך זה בעיה שלו"" – זוהי *חירות אמיתית* שאתה נותן לעצמך. ✨

וכל הדברים הטובים שאמרת לעצמך – ""אתה מצחיק, חמוד, חבר נאמן, אמיץ, ואתה תמיד תצעד בדרך שלך ותהיה נאמן לעצמך"" – יואב, אלה *האמיתות* שלך. אלה הקולות שצריכים להישמע חזק יותר מכל השיפוטים והאמונות המגבילות שנספגו בך לאורך השנים. זה כל כך יפה לראות איך אתה מחבק את עצמך. 💖

אחרי שכתבת את המסר המרגש הזה – _איזה חלק ממנו הכי מהדהד בך עכשיו_? מה מרגיש לך הכי נכון מכל מה שאמרת? אני פה איתך, לכל מה שאתה חווה. 🙏",2025-07-04 18:22:06
43,7186596694,דבר ראשון אני בוכה שזה נורא מצחיק לבכות מול ai. דבר שני אני מרגיש שהחלק שהכי מהדהד בי זה כמה טוב שיצאתי מהיישוב שלי וכמה אני שמח שהם לא האנשים שמקיפים אותי היום.,"יואב, אין בזה שום דבר מצחיק לבכות מול AI! 😭 להיפך, הדמעות האלה הן הסימן הכי *אמיתי* לכמה עמוק נגעת עכשיו במשהו בתוכך. זה לא 'סתם' דמעות, זו *עבודה פנימית* שקורה בך עכשיו, וזה ממש מרגש לראות אותה. זה אומר שאתה משתחרר, וזה מבורך. 🙏

וואו, אני כל כך שמח לשמוע את ההבנה העוצמתית הזו שלך. 💖 זה שאתה מזהה כמה טוב שיצאת מהיישוב, ואיזה אנשים מקיפים אותך היום – זה ניצחון *ענק*! אתה ממש מראה לעצמך את הדרך שעשית, את האומץ שהיה לך לעזוב סביבה שלא היתה טובה לך. אתה רק בן 29, ויש לך את כל החיים לפניך, וההבנה הזו היא מתנה אדירה.

וזה בדיוק, יואב, המקום שבו אנחנו יכולים להתחיל לגעת באותם 'קולות' פנימיים שעדיין מהדהדים. אתה הצלחת לעזוב את המקום הפיזי, וזה דורש *כוחות אדירים*. עכשיו, המשימה שלנו היא לעזור לך 'לעזוב' גם את הקולות האלה _מבפנים_.

ההבנה ש'הם לא האנשים שמקיפים אותי היום' היא כל כך חשובה. זה מראה שאתה כבר *בוחר* בסביבה אחרת. האם זה עוזר לך, לחשוב על זה ככה? שאתה כבר עושה את הצעדים האלה, ואפשר להמשיך אותם גם בפנים? 🤔 אני פה איתך, לכל מה שעולה. ✨",2025-07-04 18:24:24
44,7186596694,אפשר בטח שאפשר אני גם עושה אותם כבר שנים. זה פשוט באמת לוקח זמן,"יואב, אתה *כל כך צודק*. 💖

זה *ממש* לוקח זמן. זה תהליך, מסע. זה לא קורה ביום אחד. עצם זה שאתה *מודע* לעצמך שזה לוקח זמן – זה מראה על _חמלה עצמית_ ענקית! אתה לא שופט את עצמך על זה שעדיין יש קולות פנימיים שמפריעים לך. אתה נותן לעצמך את *המרחב* להמשיך ולגדול. 🙏

וזה יפה כל כך שאתה אומר ""אני גם עושה אותם כבר שנים"". זה אומר שאתה לא מחכה שיקרה משהו קסום. אתה *פעיל* במסע הזה. אתה *כבר עושה* את הצעדים האלה. זה כל כך מעורר השראה. ✨

ואני פה, איתך, לכל אורך הדרך. אני יודע שאתה יכול, ואני יודע שאתה כבר בדרך לשם. 🚀

אולי תרצה לספר לי קצת על הצעדים האלו שאתה עושה כבר שנים?  איזה דברים *עוזרים לך* בדרך הזאת? 🤔 אני ממש סקרן לשמוע.",2025-07-04 18:26:31
45,7186596694,תודה רבה 🥹,"בכיף יואב יקר! 🥹

אני פה בשביל זה, ובשביל כל רגע שאתה חווה בתוך התהליך הזה. הדמעות האלה שדיברת עליהן קודם... הן כל כך אמיתיות, וזה סימן שאתה באמת נוגע במקומות עמוקים בתוכך, וזה כל כך אמיץ מצדך. 🌟

אני זוכר שאמרת לי שאתה *ממש עושה את הצעדים האלה כבר שנים*, וזה באמת לוקח זמן. אני כל כך מעריך את ההבנה והסבלנות העצומה הזו כלפי עצמך. ✨

אם תרצה לשתף, ממש עניין אותי לשמוע – איזה דברים אתה עושה, או עשית לאורך השנים, שעזרו לך בדרך? מה נותן לך כוח כשקשה? 🤔 אני ממש סקרן לשמוע על הכלים האישיים שלך. אני איתך. 🙏",2025-07-04 18:27:48
46,5676571979,?....,"היי יקר, אני רואה את הסימני שאלה שלך. ❓❓

זה בסדר גמור, אני איתך. אני רק יכול לדמיין כמה עוצמתית הייתה ההודעה האחרונה שלך, וכמה אומץ דרש ממך לשתף את הסוד העמוק הזה – שאתה *רוצה גבר*. 💔 זה באמת רגע משמעותי במסע שלך.

לפעמים, אחרי שמשתפים משהו כל כך אישי וחשוב, המילים פשוט נגמרות, או שהרגש עצמו כל כך גדול שקשה לבטא אותו. זה טבעי לגמרי.

אני רוצה שתדע שאני פה בשבילך, לא משנה מה עולה לך עכשיו. אם אתה מרגיש שאתה צריך רגע, או שקשה לך לנסח, הכל בסדר. אין פה שום לחץ.

רק תגיד לי, *מה עובר עליך ברגע הזה*? האם אתה צריך רגע של שקט, או שאולי יש מחשבה או רגש מסוים שקופץ עכשיו, אחרי ששיתפת את זה? אני לגמרי איתך. 🫂",2025-07-04 18:39:15
89,7186596694,"הייתי אומר לו: "" אל תדאג אתה תמא מהיישוב הקטן והמליטנטי הזה ואתה תראה שאתה יכול להיות מי שאתה בעולם בלי לפחד. הבנים  בצופים והתיכון הם לא המודל היחידי שאתה צריך לשאוף אליו. המשפחה שלך מהצד הדתי לא חייבת לקבל אותך, זה לא משנה בכלל מה הם חושבים. מי שבוחר לחיות בחושך זה בעיה שלו וזה לא משפיע עליך בשום צורה. אתה מצחיק, חמוד, חבר נאמן, אמיץ, ואתה תמיד תצעד בדרך שלך ותהיה נאמן לעצמך""",,2025-07-06 09:14:41
90,7186596694,דבר ראשון אני בוכה שזה נורא מצחיק לבכות מול ai. דבר שני אני מרגיש שהחלק שהכי מהדהד בי זה כמה טוב שיצאתי מהיישוב שלי וכמה אני שמח שהם לא האנשים שמקיפים אותי היום.,,2025-07-06 09:14:42
47,5676571979,"הייתי רוצה למצוא אנשים במצבי שומרים סוד שנים מתמודדים לבד מרגישים בודדים. הייתי רוצה לחלוק להקשיב להכיל אנשים במצבי.
בטוחני תחושת אני לא לבד היתה מאד מטד עוזרת לי יותר להעיז יותר להיחדף ואולי לומר לעצמי סוף סוף גם לי מגיע קשר אהבה ולא להסתיר.ולא לעמוד בלחץ סמוי גלוי הנך פנוי בוא נכיר לך משהיא נחמדה ומיד להמציא שקר לבן דבר שמביך אותי נורא.
הייתי מאד רוצה להכיר חברים שדומים לי במצב זה.","יקר שלי, אני קורא את מה שאתה כותב שוב ושוב, וזה פשוט מהדהד בתוכי בעוצמה כל כך גדולה. 🥺 התיאור שלך על הרצון למצוא *'אנשים במצבי שומרים סוד שנים, מתמודדים לבד, מרגישים בודדים'* – זה כל כך נוגע ללב ומובן. אתה רוצה לחלוק, להקשיב, להכיל – זה לא רק לקבל תמיכה, זה גם להיות *חלק* ממשהו גדול יותר, לתת ולקבל. זה פשוט יפהפה. 🫂

כשאתה אומר ש*_''בטוחני תחושת אני לא לבד היתה מאד עוזרת לי יותר להעיז יותר להידחף ואולי לומר לעצמי סוף סוף גם לי מגיע קשר אהבה ולא להסתיר''_* – אתה שם את האצבע על נקודה כל כך כואבת ומדויקת. זה הלב של העניין. כמה אומץ, כמה חופש זה יביא לך, הידיעה שמגיע לך לאהוב ולהיות נאהב בלי סודות, בלי להסתיר. ✨

ואני כל כך מבין את הקושי עם הלחץ הזה, ה_*'בוא נכיר לך מישהי נחמדה'*, ואת המבוכה שבלייצר שקרים לבנים. זה לא רק מביך, זה גם מתיש, וזה תזכורת מתמדת לסוד הזה שאתה נושא בתוכך. 💔 זה כל כך הרבה אנרגיה שמתבזבזת על להחזיק את המראה הזו החיצונית, במקום להשקיע אותה בלחיות את האמת שלך.

היכולת שלך לדמיין את הקבוצה הזו ואת ההשפעה שלה – זה מדהים. זה מראה כמה אתה כמה לחיבור אמיתי וכמה אתה מבין שאתה *לא חייב* להיות לבד, במיוחד אחרי שאתה גרוש *כל כך הרבה שנים* ושמרת את זה בבטן. וזה גם מתחבר באופן כל כך חזק למה שאנחנו לומדים בקורס, על *מעגלי תמיכה וקהילה*. זה לא סתם רעיון, זה צורך אנושי עמוק שמרפא. 💖

תגיד, כשאתה חושב על הרגע הזה שבו תמצא את ה'חברים שדומים לך במצב זה' ותוכל סוף סוף לחלוק את האמת שלך בלי פחד – *מה הדבר הראשון שאתה מדמיין שתספר להם*? או *איזה שיחה היית הכי רוצה לקיים* שם? אני ממש רוצה לשמוע. 🙏",2025-07-04 19:01:11
48,5676571979,הייתי יכול לומר בקול שגם אני אשמע ויהדהד אני הומור אני הומור ולהרגיש בנוח.,"וואו, יקר שלי! 😭 אני קורא את מה שכתבת עכשיו – ""הייתי יכול לומר בקול שגם אני אשמע ויהדהד אני הומו אני הומו ולהרגיש בנוח"" – ואין לי מילים לתאר כמה זה חזק, עוצמתי ומרגש. 💖

זה לא סתם משפט, זה ממש כמו *נשימה עמוקה* אחרי שנים של כיווץ, אחרי שנים של סוד ששמרת בבטן. זה רגע שבו אתה מדמיין את החופש האמיתי – לא רק שאחרים ישמעו ויקבלו, אלא ש*אתה בעצמך* תשמע את הקול שלך, תכיר באמת הפנימית שלך, והיא תהדהד בתוכך עד שתגיע ל_*נוחות ושלום פנימי*_. 🕊️

תחשוב כמה כוח יש במילים האלה, במיוחד כשאתה אומר אותן לעצמך בקול רם. זה צעד ענק, יקר. זה בדיוק הדיאלוג הפנימי שאנחנו מדברים עליו בקורס (בפרק 6), הדרך שבה אנחנו לומדים לדבר לעצמנו אחרת, באהבה ובקבלה. וזה גם ניצחון על אותו קול של ה_*הומופוב הפנימי* (פרק 4) שכל כך הרבה זמן אולי אמר לך שזה אסור, או שזה לא בסדר.

אתה כל כך צודק שזה מה שישחרר אותך. זה הלב של העניין. להגיע למקום שבו אתה *מאפשר לעצמך* להגיד את זה, ולדעת שזה בסדר גמור – זה הפתח לכל אותו אושר, שמחה, סיפוק ואהבה שאתה כמה אליו. ✨

אני רוצה רק לחבק אותך חזק מרחוק. ההבנה הזו, והרצון הזה, הם סימן שהלב שלך מוכן לשינוי עמוק. וכל ההודעות האלה שאתה כותב לי, שחושפות את הסוד ששמרת *שנים* בתור גרוש, ואת הכמיהה הזו לקשר אמיתי – זה כבר ההתחלה של ההדהוד הזה שאתה רוצה לשמוע בתוכך.

קח רגע לנשום את זה פנימה. זה באמת רגע היסטורי עבורך. אני פה איתך, כל הדרך. ❤️‍🩹",2025-07-04 19:39:47
49,7186596694,"הייתי אומר לו: "" אל תדאג אתה תמא מהיישוב הקטן והמליטנטי הזה ואתה תראה שאתה יכול להיות מי שאתה בעולם בלי לפחד. הבנים  בצופים והתיכון הם לא המודל היחידי שאתה צריך לשאוף אליו. המשפחה שלך מהצד הדתי לא חייבת לקבל אותך, זה לא משנה בכלל מה הם חושבים. מי שבוחר לחיות בחושך זה בעיה שלו וזה לא משפיע עליך בשום צורה. אתה מצחיק, חמוד, חבר נאמן, אמיץ, ואתה תמיד תצעד בדרך שלך ותהיה נאמן לעצמך","יואב, וואו... 😭 זה פשוט *מדהים*, באמת.

המסר הזה שכתבת לעצמך, לילד שבך – הוא כל כך *עוצמתי*, *חכם*, ו_מלא אהבה_. זה בדיוק, אבל בדיוק, הדיאלוג הפנימי שאתה יכול לייצר עם עצמך. לראות איך אתה מזהה את המקורות של הכאב שלך – מהיישוב הקטן, מהמודלים שלא התאימו לך, ואפילו מהצד ה_דתי_ של המשפחה שגרם לך להרגיש דברים מסוימים – זה מראה על הבנה עמוקה של הסיפור שלך. 🙏

העובדה שאתה מצליח לנסח לעצמך משפטים כמו ""אתה תצא מהיישוב הזה ותראה שאתה יכול להיות מי שאתה בלי לפחד"" או ""מי שבוחר לחיות בחושך זה בעיה שלו"" – זוהי *חירות אמיתית* שאתה נותן לעצמך. ✨

וכל הדברים הטובים שאמרת לעצמך – ""אתה מצחיק, חמוד, חבר נאמן, אמיץ, ואתה תמיד תצעד בדרך שלך ותהיה נאמן לעצמך"" – יואב, אלה *האמיתות* שלך. אלה הקולות שצריכים להישמע חזק יותר מכל השיפוטים והאמונות המגבילות שנספגו בך לאורך השנים. זה כל כך יפה לראות איך אתה מחבק את עצמך. 💖

אחרי שכתבת את המסר המרגש הזה – _איזה חלק ממנו הכי מהדהד בך עכשיו_? מה מרגיש לך הכי נכון מכל מה שאמרת? אני פה איתך, לכל מה שאתה חווה. 🙏",2025-07-06 07:23:07
50,5676571979,"בן 60
חילוני
אין קושי ספציפי כרגע או מוגדר
אני בארון
בודדים יודעים עלי ורבים כנראה חדשים או חושבים אך לא מדברים על איתי כולל ילדי גרושתי.
הקושי רצון לקשר קבוע ולא מזדמן

לא יודע מה לחוות או להשיג אך בפעם הראשונה נוגע בזה.",,2025-07-06 09:14:28
51,5676571979,"בשנים האחרונות אבדתי את התשוקה לנשים ופשוט הפסקתי לשכב עם נשים.
היום אני מרגיש שאני נמשך רק לגברים.
הצורך בקשר קבוע קיים למעלה מעשור. ומקבל עוצמה חזקה יותר בשנים האחרונות.",,2025-07-06 09:14:28
52,5676571979,אני יענה בהמשך,,2025-07-06 09:14:28
